0.31	0.48	-0.58	-0.33	0.44	0.42	-0.16	0.01	
0.31	0.48	-0.59	-0.34	0.45	0.42	-0.16	0.02	
0.31	0.49	-0.60	-0.35	0.46	0.42	-0.16	0.02	
0.32	0.49	-0.62	-0.36	0.47	0.42	-0.15	0.02	
0.32	0.50	-0.63	-0.37	0.48	0.42	-0.15	0.02	
0.32	0.50	-0.64	-0.38	0.49	0.42	-0.15	0.03	
0.32	0.51	-0.66	-0.39	0.50	0.43	-0.15	0.03	
0.32	0.51	-0.67	-0.40	0.51	0.43	-0.15	0.03	
0.32	0.52	-0.69	-0.41	0.52	0.43	-0.15	0.04	
0.32	0.52	-0.70	-0.43	0.53	0.43	-0.14	0.04	
0.32	0.53	-0.72	-0.44	0.54	0.43	-0.14	0.04	
0.32	0.53	-0.74	-0.45	0.55	0.44	-0.14	0.04	
0.32	0.54	-0.75	-0.46	0.56	0.44	-0.14	0.05	
0.33	0.55	-0.77	-0.47	0.57	0.44	-0.14	0.05	
0.33	0.55	-0.79	-0.48	0.58	0.44	-0.14	0.05	
0.33	0.56	-0.80	-0.49	0.59	0.44	-0.13	0.05	
0.33	0.56	-0.82	-0.50	0.61	0.45	-0.13	0.06	
0.33	0.57	-0.84	-0.52	0.62	0.45	-0.13	0.06	
0.33	0.58	-0.86	-0.53	0.63	0.45	-0.13	0.06	
0.33	0.58	-0.88	-0.54	0.64	0.46	-0.12	0.07	
0.34	0.59	-0.89	-0.55	0.65	0.46	-0.12	0.07	
0.34	0.60	-0.91	-0.57	0.66	0.46	-0.12	0.07	
0.34	0.61	-0.93	-0.58	0.68	0.47	-0.12	0.07	
0.34	0.61	-0.95	-0.59	0.69	0.47	-0.11	0.08	
0.35	0.62	-0.97	-0.60	0.70	0.47	-0.11	0.08	
0.35	0.63	-0.99	-0.62	0.71	0.48	-0.11	0.08	
0.35	0.64	-1.01	-0.63	0.73	0.48	-0.10	0.09	
0.35	0.64	-1.03	-0.65	0.74	0.48	-0.10	0.09	
0.36	0.65	-1.06	-0.66	0.75	0.49	-0.10	0.09	
0.36	0.66	-1.08	-0.67	0.77	0.49	-0.09	0.10	
0.36	0.67	-1.10	-0.69	0.78	0.50	-0.09	0.10	
0.36	0.68	-1.12	-0.70	0.79	0.50	-0.09	0.10	
0.37	0.69	-1.14	-0.72	0.81	0.51	-0.08	0.11	
0.37	0.69	-1.17	-0.73	0.82	0.51	-0.08	0.11	
0.37	0.70	-1.19	-0.75	0.83	0.52	-0.07	0.11	
0.38	0.71	-1.21	-0.77	0.85	0.52	-0.07	0.12	
0.38	0.72	-1.23	-0.78	0.86	0.53	-0.07	0.12	
0.38	0.73	-1.26	-0.80	0.88	0.53	-0.06	0.12	
0.39	0.74	-1.28	-0.81	0.89	0.54	-0.06	0.13	
0.39	0.75	-1.30	-0.83	0.90	0.54	-0.05	0.13	
0.39	0.76	-1.33	-0.85	0.92	0.55	-0.05	0.13	
0.40	0.77	-1.35	-0.87	0.93	0.56	-0.04	0.14	
0.40	0.78	-1.37	-0.89	0.95	0.56	-0.04	0.14	
0.40	0.79	-1.40	-0.90	0.96	0.57	-0.03	0.15	
0.41	0.80	-1.42	-0.92	0.98	0.58	-0.02	0.15	
0.41	0.81	-1.44	-0.94	0.99	0.58	-0.02	0.15	
0.42	0.82	-1.46	-0.96	1.01	0.59	-0.01	0.16	
0.42	0.83	-1.49	-0.98	1.02	0.60	-0.01	0.16	
0.42	0.85	-1.51	-1.00	1.04	0.60	-0.00	0.17	
0.43	0.86	-1.53	-1.03	1.05	0.61	0.00	0.17	
0.43	0.87	-1.55	-1.05	1.07	0.62	0.01	0.18	
0.43	0.88	-1.57	-1.07	1.08	0.62	0.02	0.18	
0.44	0.89	-1.59	-1.09	1.10	0.63	0.02	0.19	
0.44	0.90	-1.61	-1.12	1.11	0.64	0.03	0.20	
0.45	0.91	-1.63	-1.14	1.13	0.64	0.03	0.20	
0.45	0.92	-1.65	-1.16	1.14	0.65	0.04	0.21	
0.45	0.93	-1.67	-1.19	1.16	0.66	0.05	0.22	
0.46	0.95	-1.69	-1.21	1.17	0.66	0.05	0.22	
0.46	0.96	-1.71	-1.24	1.19	0.67	0.06	0.23	
0.46	0.97	-1.73	-1.26	1.21	0.68	0.06	0.24	
0.47	0.98	-1.75	-1.29	1.22	0.69	0.07	0.25	
0.47	0.99	-1.76	-1.32	1.24	0.69	0.08	0.25	
0.47	1.00	-1.78	-1.34	1.25	0.70	0.08	0.26	
0.48	1.01	-1.80	-1.37	1.27	0.71	0.09	0.27	
0.48	1.02	-1.82	-1.40	1.28	0.71	0.09	0.28	
0.48	1.03	-1.83	-1.42	1.30	0.72	0.10	0.29	
0.49	1.05	-1.85	-1.45	1.31	0.72	0.10	0.30	
0.49	1.06	-1.86	-1.48	1.33	0.73	0.10	0.31	
0.49	1.07	-1.88	-1.51	1.34	0.74	0.11	0.33	
0.50	1.08	-1.89	-1.54	1.36	0.74	0.11	0.34	
0.50	1.09	-1.91	-1.56	1.37	0.75	0.12	0.35	
0.50	1.10	-1.92	-1.59	1.39	0.75	0.12	0.36	
0.50	1.11	-1.93	-1.62	1.40	0.76	0.12	0.38	
0.50	1.12	-1.95	-1.65	1.42	0.77	0.13	0.39	
0.51	1.13	-1.96	-1.68	1.43	0.77	0.13	0.40	
0.51	1.14	-1.97	-1.71	1.44	0.78	0.13	0.42	
0.51	1.15	-1.99	-1.73	1.46	0.78	0.13	0.43	
0.51	1.16	-2.00	-1.76	1.47	0.79	0.14	0.45	
0.51	1.18	-2.01	-1.79	1.49	0.79	0.14	0.46	
0.51	1.19	-2.02	-1.82	1.50	0.80	0.14	0.48	
0.51	1.20	-2.03	-1.84	1.51	0.80	0.14	0.49	
0.51	1.21	-2.04	-1.87	1.53	0.80	0.14	0.51	
0.51	1.22	-2.06	-1.90	1.54	0.81	0.14	0.52	
0.51	1.23	-2.07	-1.93	1.55	0.81	0.14	0.54	
0.51	1.24	-2.08	-1.95	1.57	0.82	0.14	0.56	
0.51	1.25	-2.09	-1.98	1.58	0.82	0.14	0.57	
0.51	1.26	-2.10	-2.00	1.59	0.82	0.14	0.59	
0.51	1.27	-2.11	-2.03	1.61	0.83	0.14	0.61	
0.51	1.28	-2.12	-2.05	1.62	0.83	0.14	0.62	
0.51	1.29	-2.13	-2.08	1.63	0.84	0.14	0.64	
0.51	1.30	-2.14	-2.10	1.65	0.84	0.14	0.66	
0.51	1.31	-2.15	-2.13	1.66	0.84	0.13	0.67	
0.51	1.31	-2.16	-2.15	1.67	0.85	0.13	0.69	
0.51	1.32	-2.17	-2.18	1.68	0.85	0.13	0.71	
0.51	1.33	-2.18	-2.20	1.70	0.85	0.13	0.73	
0.50	1.34	-2.18	-2.22	1.71	0.86	0.12	0.74	
0.50	1.35	-2.19	-2.25	1.72	0.86	0.12	0.76	
0.50	1.36	-2.20	-2.27	1.73	0.86	0.12	0.77	
0.50	1.37	-2.21	-2.29	1.74	0.86	0.11	0.79	
0.50	1.38	-2.22	-2.31	1.76	0.87	0.11	0.81	
0.49	1.39	-2.23	-2.33	1.77	0.87	0.11	0.82	
0.49	1.40	-2.23	-2.35	1.78	0.87	0.10	0.84	
0.49	1.41	-2.24	-2.37	1.79	0.88	0.10	0.85	
0.49	1.42	-2.25	-2.39	1.80	0.88	0.09	0.87	
0.48	1.43	-2.26	-2.41	1.81	0.88	0.09	0.89	
0.48	1.43	-2.27	-2.43	1.82	0.88	0.08	0.90	
0.48	1.44	-2.27	-2.45	1.84	0.89	0.08	0.91	
0.47	1.45	-2.28	-2.47	1.85	0.89	0.07	0.93	
0.47	1.46	-2.29	-2.49	1.86	0.89	0.07	0.94	
0.47	1.47	-2.30	-2.51	1.87	0.89	0.06	0.96	
0.46	1.48	-2.30	-2.53	1.88	0.90	0.06	0.97	
0.46	1.49	-2.31	-2.54	1.89	0.90	0.05	0.98	
0.46	1.50	-2.32	-2.56	1.90	0.90	0.04	1.00	
0.45	1.50	-2.32	-2.58	1.91	0.90	0.04	1.01	
0.45	1.51	-2.33	-2.59	1.92	0.91	0.03	1.02	
0.45	1.52	-2.34	-2.61	1.93	0.91	0.03	1.03	
0.44	1.53	-2.34	-2.63	1.94	0.91	0.02	1.05	
0.44	1.54	-2.35	-2.64	1.95	0.92	0.01	1.06	
0.44	1.55	-2.36	-2.66	1.96	0.92	0.01	1.07	
0.43	1.55	-2.36	-2.67	1.97	0.92	0.00	1.08	
0.43	1.56	-2.37	-2.69	1.98	0.92	-0.01	1.09	
0.43	1.57	-2.38	-2.70	1.99	0.93	-0.01	1.10	
0.42	1.58	-2.38	-2.72	2.00	0.93	-0.02	1.11	
0.42	1.59	-2.39	-2.73	2.01	0.93	-0.03	1.12	
0.42	1.59	-2.40	-2.74	2.02	0.93	-0.03	1.13	
0.41	1.60	-2.40	-2.76	2.03	0.94	-0.04	1.14	
0.41	1.61	-2.41	-2.77	2.04	0.94	-0.05	1.15	
0.41	1.62	-2.41	-2.78	2.04	0.94	-0.05	1.16	
0.40	1.63	-2.42	-2.79	2.05	0.95	-0.06	1.17	
0.40	1.63	-2.43	-2.81	2.06	0.95	-0.07	1.18	
0.40	1.64	-2.43	-2.82	2.07	0.95	-0.08	1.19	
0.39	1.65	-2.44	-2.83	2.08	0.96	-0.08	1.20	
0.39	1.66	-2.44	-2.84	2.09	0.96	-0.09	1.21	
0.39	1.67	-2.45	-2.85	2.09	0.96	-0.10	1.21	
0.38	1.67	-2.45	-2.87	2.10	0.97	-0.10	1.22	
0.38	1.68	-2.46	-2.88	2.11	0.97	-0.11	1.23	
0.38	1.69	-2.46	-2.89	2.11	0.98	-0.12	1.24	
0.37	1.70	-2.47	-2.90	2.12	0.98	-0.13	1.24	
0.37	1.70	-2.48	-2.91	2.13	0.98	-0.13	1.25	
0.37	1.71	-2.48	-2.92	2.14	0.99	-0.14	1.26	
0.36	1.72	-2.49	-2.93	2.14	0.99	-0.15	1.27	
0.36	1.73	-2.49	-2.94	2.15	1.00	-0.15	1.27	
0.36	1.73	-2.50	-2.95	2.15	1.00	-0.16	1.28	
0.35	1.74	-2.50	-2.96	2.16	1.00	-0.17	1.29	
0.35	1.75	-2.51	-2.97	2.17	1.01	-0.17	1.29	
0.35	1.76	-2.51	-2.98	2.17	1.01	-0.18	1.30	
0.34	1.77	-2.52	-2.99	2.18	1.02	-0.19	1.31	
0.34	1.77	-2.52	-3.00	2.18	1.02	-0.20	1.31	
0.34	1.78	-2.53	-3.01	2.19	1.03	-0.20	1.32	
0.34	1.79	-2.53	-3.01	2.19	1.03	-0.21	1.32	
0.33	1.80	-2.54	-3.02	2.20	1.04	-0.22	1.33	
0.33	1.80	-2.54	-3.03	2.20	1.04	-0.22	1.34	
0.33	1.81	-2.55	-3.04	2.21	1.05	-0.23	1.34	
0.33	1.82	-2.55	-3.05	2.21	1.05	-0.24	1.35	
0.32	1.83	-2.56	-3.06	2.21	1.06	-0.24	1.35	
0.32	1.83	-2.57	-3.06	2.22	1.06	-0.25	1.36	
0.32	1.84	-2.57	-3.07	2.22	1.07	-0.26	1.36	
0.31	1.85	-2.58	-3.08	2.23	1.07	-0.27	1.37	
0.31	1.86	-2.58	-3.09	2.23	1.08	-0.27	1.37	
0.31	1.87	-2.59	-3.10	2.23	1.09	-0.28	1.38	
0.31	1.87	-2.59	-3.10	2.24	1.09	-0.29	1.38	
0.30	1.88	-2.60	-3.11	2.24	1.10	-0.29	1.39	
0.30	1.89	-2.60	-3.12	2.24	1.10	-0.30	1.39	
0.30	1.90	-2.61	-3.13	2.24	1.11	-0.31	1.40	
0.30	1.91	-2.61	-3.13	2.25	1.12	-0.31	1.40	
0.29	1.91	-2.62	-3.14	2.25	1.12	-0.32	1.41	
0.29	1.92	-2.62	-3.15	2.25	1.13	-0.33	1.41	
0.29	1.93	-2.63	-3.15	2.25	1.13	-0.33	1.42	
0.29	1.94	-2.63	-3.16	2.26	1.14	-0.34	1.42	
0.28	1.94	-2.64	-3.17	2.26	1.15	-0.35	1.43	
0.28	1.95	-2.64	-3.17	2.26	1.15	-0.35	1.43	
0.28	1.96	-2.65	-3.18	2.26	1.16	-0.36	1.44	
0.28	1.97	-2.65	-3.19	2.26	1.17	-0.37	1.44	
0.27	1.98	-2.66	-3.19	2.27	1.17	-0.37	1.44	
0.27	1.98	-2.66	-3.20	2.27	1.18	-0.38	1.45	
0.27	1.99	-2.67	-3.21	2.27	1.19	-0.38	1.45	
0.27	2.00	-2.67	-3.21	2.27	1.19	-0.39	1.46	
0.26	2.01	-2.68	-3.22	2.27	1.20	-0.40	1.46	
0.26	2.01	-2.68	-3.23	2.27	1.21	-0.40	1.46	
0.26	2.02	-2.69	-3.23	2.27	1.21	-0.41	1.47	
0.26	2.03	-2.69	-3.24	2.27	1.22	-0.42	1.47	
0.25	2.04	-2.70	-3.24	2.28	1.23	-0.42	1.48	
0.25	2.04	-2.70	-3.25	2.28	1.24	-0.43	1.48	
0.25	2.05	-2.71	-3.26	2.28	1.24	-0.44	1.48	
0.25	2.06	-2.71	-3.26	2.28	1.25	-0.44	1.49	
0.24	2.07	-2.72	-3.27	2.28	1.26	-0.45	1.49	
0.24	2.07	-2.72	-3.27	2.28	1.27	-0.45	1.49	
0.24	2.08	-2.73	-3.28	2.28	1.27	-0.46	1.50	
0.24	2.09	-2.73	-3.28	2.28	1.28	-0.47	1.50	
0.23	2.10	-2.74	-3.29	2.28	1.29	-0.47	1.50	
0.23	2.10	-2.74	-3.29	2.28	1.30	-0.48	1.51	
0.23	2.11	-2.75	-3.30	2.28	1.31	-0.48	1.51	
0.23	2.12	-2.75	-3.31	2.28	1.31	-0.49	1.52	
0.22	2.12	-2.76	-3.31	2.28	1.32	-0.50	1.52	
0.22	2.13	-2.76	-3.32	2.28	1.33	-0.50	1.52	
0.22	2.14	-2.77	-3.32	2.28	1.34	-0.51	1.52	
0.22	2.14	-2.77	-3.33	2.28	1.35	-0.51	1.53	
0.21	2.15	-2.78	-3.33	2.28	1.35	-0.52	1.53	
0.21	2.16	-2.78	-3.34	2.28	1.36	-0.53	1.53	
0.21	2.16	-2.79	-3.34	2.28	1.37	-0.53	1.54	
0.20	2.17	-2.79	-3.35	2.28	1.38	-0.54	1.54	
0.20	2.18	-2.80	-3.35	2.28	1.39	-0.54	1.54	
0.20	2.18	-2.80	-3.36	2.28	1.40	-0.55	1.55	
0.20	2.19	-2.81	-3.36	2.28	1.41	-0.56	1.55	
0.19	2.19	-2.81	-3.37	2.28	1.42	-0.56	1.55	
0.19	2.20	-2.82	-3.37	2.28	1.43	-0.57	1.55	
0.19	2.21	-2.82	-3.38	2.28	1.43	-0.57	1.56	
0.18	2.21	-2.83	-3.38	2.28	1.44	-0.58	1.56	
0.18	2.22	-2.83	-3.38	2.28	1.45	-0.58	1.56	
0.18	2.22	-2.84	-3.39	2.28	1.46	-0.59	1.57	
0.17	2.23	-2.84	-3.39	2.28	1.47	-0.60	1.57	
0.17	2.23	-2.85	-3.40	2.28	1.48	-0.60	1.57	
0.17	2.24	-2.85	-3.40	2.28	1.49	-0.61	1.57	
0.17	2.25	-2.86	-3.41	2.28	1.50	-0.61	1.58	
0.16	2.25	-2.86	-3.41	2.28	1.51	-0.62	1.58	
0.16	2.26	-2.87	-3.42	2.28	1.52	-0.62	1.58	
0.16	2.26	-2.87	-3.42	2.28	1.53	-0.63	1.58	
0.15	2.27	-2.88	-3.42	2.27	1.54	-0.64	1.59	
0.15	2.27	-2.88	-3.43	2.27	1.55	-0.64	1.59	
0.15	2.28	-2.88	-3.43	2.27	1.56	-0.65	1.59	
0.14	2.28	-2.89	-3.44	2.27	1.56	-0.65	1.59	
0.14	2.29	-2.89	-3.44	2.27	1.57	-0.66	1.60	
0.14	2.29	-2.90	-3.45	2.27	1.58	-0.66	1.60	
0.13	2.30	-2.90	-3.45	2.27	1.59	-0.67	1.60	
0.13	2.30	-2.91	-3.45	2.27	1.60	-0.68	1.60	
0.13	2.31	-2.91	-3.46	2.27	1.61	-0.68	1.60	
0.12	2.31	-2.92	-3.46	2.27	1.62	-0.69	1.61	
0.12	2.32	-2.92	-3.47	2.27	1.63	-0.69	1.61	
0.12	2.32	-2.92	-3.47	2.27	1.64	-0.70	1.61	
0.11	2.32	-2.93	-3.47	2.27	1.65	-0.70	1.61	
0.11	2.33	-2.93	-3.48	2.27	1.66	-0.71	1.62	
0.11	2.33	-2.94	-3.48	2.27	1.67	-0.72	1.62	
0.10	2.34	-2.94	-3.49	2.27	1.67	-0.72	1.62	
0.10	2.34	-2.95	-3.49	2.27	1.68	-0.73	1.62	
0.10	2.35	-2.95	-3.49	2.27	1.69	-0.73	1.62	
0.09	2.35	-2.95	-3.50	2.27	1.70	-0.74	1.63	
0.09	2.36	-2.96	-3.50	2.27	1.71	-0.75	1.63	
0.09	2.36	-2.96	-3.50	2.27	1.72	-0.75	1.63	
0.09	2.36	-2.97	-3.51	2.27	1.73	-0.76	1.63	
0.08	2.37	-2.97	-3.51	2.27	1.74	-0.77	1.64	
0.08	2.37	-2.97	-3.52	2.27	1.74	-0.77	1.64	
0.08	2.38	-2.98	-3.52	2.27	1.75	-0.78	1.64	
0.07	2.38	-2.98	-3.52	2.27	1.76	-0.78	1.64	
0.07	2.39	-2.99	-3.53	2.27	1.77	-0.79	1.64	
0.07	2.39	-2.99	-3.53	2.27	1.78	-0.80	1.65	
0.07	2.39	-2.99	-3.53	2.27	1.78	-0.80	1.65	
0.06	2.40	-3.00	-3.54	2.27	1.79	-0.81	1.65	
0.06	2.40	-3.00	-3.54	2.27	1.80	-0.82	1.65	
0.06	2.41	-3.00	-3.54	2.27	1.81	-0.82	1.66	
0.06	2.41	-3.01	-3.55	2.27	1.82	-0.83	1.66	
0.05	2.41	-3.01	-3.55	2.27	1.82	-0.84	1.66	
0.05	2.42	-3.01	-3.55	2.27	1.83	-0.84	1.66	
0.05	2.42	-3.02	-3.56	2.27	1.84	-0.85	1.66	
0.05	2.43	-3.02	-3.56	2.27	1.85	-0.86	1.67	
0.04	2.43	-3.03	-3.56	2.27	1.85	-0.87	1.67	
0.04	2.43	-3.03	-3.57	2.27	1.86	-0.87	1.67	
0.04	2.44	-3.03	-3.57	2.27	1.87	-0.88	1.67	
0.04	2.44	-3.04	-3.57	2.27	1.87	-0.89	1.68	
0.04	2.45	-3.04	-3.58	2.27	1.88	-0.89	1.68	
0.03	2.45	-3.04	-3.58	2.27	1.89	-0.90	1.68	
0.03	2.45	-3.04	-3.58	2.27	1.90	-0.91	1.68	
0.03	2.46	-3.05	-3.59	2.27	1.90	-0.92	1.69	
0.03	2.46	-3.05	-3.59	2.27	1.91	-0.92	1.69	
0.03	2.47	-3.05	-3.59	2.27	1.92	-0.93	1.69	
0.03	2.47	-3.06	-3.60	2.27	1.92	-0.94	1.69	
0.02	2.47	-3.06	-3.60	2.27	1.93	-0.95	1.69	
0.02	2.48	-3.06	-3.60	2.27	1.93	-0.96	1.70	
0.02	2.48	-3.07	-3.61	2.27	1.94	-0.96	1.70	
0.02	2.48	-3.07	-3.61	2.28	1.95	-0.97	1.70	
0.02	2.49	-3.07	-3.61	2.28	1.95	-0.98	1.70	
0.02	2.49	-3.08	-3.62	2.28	1.96	-0.99	1.71	
0.02	2.50	-3.08	-3.62	2.28	1.97	-1.00	1.71	
0.01	2.50	-3.08	-3.62	2.28	1.97	-1.01	1.71	
0.01	2.50	-3.08	-3.62	2.28	1.98	-1.01	1.71	
0.01	2.51	-3.09	-3.63	2.28	1.98	-1.02	1.72	
0.01	2.51	-3.09	-3.63	2.28	1.99	-1.03	1.72	
0.01	2.51	-3.09	-3.63	2.28	2.00	-1.04	1.72	
0.01	2.52	-3.10	-3.64	2.28	2.00	-1.05	1.72	
0.01	2.52	-3.10	-3.64	2.29	2.01	-1.06	1.73	
0.01	2.53	-3.10	-3.64	2.29	2.01	-1.07	1.73	
0.00	2.53	-3.10	-3.64	2.29	2.02	-1.07	1.73	
0.00	2.53	-3.11	-3.65	2.29	2.02	-1.08	1.73	
0.00	2.54	-3.11	-3.65	2.29	2.03	-1.09	1.74	
0.00	2.54	-3.11	-3.65	2.29	2.03	-1.10	1.74	
0.00	2.54	-3.11	-3.66	2.29	2.04	-1.11	1.74	
0.00	2.55	-3.12	-3.66	2.30	2.04	-1.12	1.74	
-0.00	2.55	-3.12	-3.66	2.30	2.05	-1.13	1.75	
-0.00	2.55	-3.12	-3.66	2.30	2.06	-1.14	1.75	
-0.00	2.56	-3.12	-3.67	2.30	2.06	-1.15	1.75	
-0.00	2.56	-3.13	-3.67	2.30	2.07	-1.16	1.75	
-0.00	2.57	-3.13	-3.67	2.30	2.07	-1.17	1.76	
-0.00	2.57	-3.13	-3.67	2.31	2.08	-1.18	1.76	
-0.01	2.57	-3.13	-3.68	2.31	2.08	-1.19	1.76	
-0.01	2.58	-3.14	-3.68	2.31	2.09	-1.20	1.77	
-0.01	2.58	-3.14	-3.68	2.31	2.09	-1.20	1.77	
-0.01	2.58	-3.14	-3.68	2.31	2.10	-1.21	1.77	
-0.01	2.59	-3.14	-3.69	2.32	2.10	-1.22	1.77	
-0.01	2.59	-3.14	-3.69	2.32	2.10	-1.23	1.78	
-0.01	2.59	-3.15	-3.69	2.32	2.11	-1.24	1.78	
-0.01	2.60	-3.15	-3.69	2.32	2.11	-1.25	1.78	
-0.01	2.60	-3.15	-3.70	2.33	2.12	-1.26	1.78	
-0.01	2.60	-3.15	-3.70	2.33	2.12	-1.27	1.79	
-0.01	2.61	-3.16	-3.70	2.33	2.13	-1.28	1.79	
-0.01	2.61	-3.16	-3.70	2.33	2.13	-1.29	1.79	
-0.01	2.61	-3.16	-3.71	2.34	2.14	-1.30	1.79	
-0.02	2.62	-3.16	-3.71	2.34	2.14	-1.31	1.80	
-0.02	2.62	-3.16	-3.71	2.34	2.15	-1.32	1.80	
-0.02	2.62	-3.17	-3.71	2.34	2.15	-1.33	1.80	
-0.02	2.63	-3.17	-3.72	2.35	2.16	-1.34	1.80	
-0.02	2.63	-3.17	-3.72	2.35	2.16	-1.35	1.81	
-0.02	2.63	-3.17	-3.72	2.35	2.16	-1.36	1.81	
-0.02	2.64	-3.17	-3.72	2.36	2.17	-1.37	1.81	
-0.02	2.64	-3.18	-3.73	2.36	2.17	-1.38	1.81	
-0.02	2.64	-3.18	-3.73	2.36	2.18	-1.39	1.82	
-0.02	2.64	-3.18	-3.73	2.37	2.18	-1.40	1.82	
-0.02	2.65	-3.18	-3.73	2.37	2.19	-1.41	1.82	
-0.02	2.65	-3.18	-3.73	2.37	2.19	-1.42	1.82	
-0.02	2.65	-3.19	-3.74	2.37	2.19	-1.43	1.83	
-0.03	2.66	-3.19	-3.74	2.38	2.20	-1.44	1.83	
-0.03	2.66	-3.19	-3.74	2.38	2.20	-1.44	1.83	
-0.03	2.66	-3.19	-3.74	2.38	2.21	-1.45	1.84	
-0.03	2.67	-3.19	-3.75	2.39	2.21	-1.46	1.84	
-0.03	2.67	-3.19	-3.75	2.39	2.21	-1.47	1.84	
-0.03	2.67	-3.20	-3.75	2.40	2.22	-1.48	1.84	
-0.03	2.67	-3.20	-3.75	2.40	2.22	-1.49	1.84	
-0.03	2.68	-3.20	-3.75	2.40	2.23	-1.50	1.85	
-0.03	2.68	-3.20	-3.76	2.41	2.23	-1.51	1.85	
-0.03	2.68	-3.20	-3.76	2.41	2.23	-1.52	1.85	
-0.03	2.69	-3.21	-3.76	2.41	2.24	-1.53	1.85	
-0.04	2.69	-3.21	-3.76	2.42	2.24	-1.53	1.86	
-0.04	2.69	-3.21	-3.77	2.42	2.25	-1.54	1.86	
-0.04	2.69	-3.21	-3.77	2.42	2.25	-1.55	1.86	
-0.04	2.70	-3.21	-3.77	2.43	2.25	-1.56	1.86	
-0.04	2.70	-3.21	-3.77	2.43	2.26	-1.57	1.87	
-0.04	2.70	-3.22	-3.77	2.44	2.26	-1.58	1.87	
-0.04	2.71	-3.22	-3.78	2.44	2.26	-1.58	1.87	
-0.04	2.71	-3.22	-3.78	2.44	2.27	-1.59	1.87	
